ID,Is_Product_Details_viewed,Session_Activity_Count,No_Items_Added_InCart,No_Items_Removed_FromCart,No_Cart_Viewed,No_Checkout_Confirmed,No_Checkout_Initiated ,No_Cart_Items_Viewed,No_Customer_Login,No_Page_Viewed,Customer_Segment_Type,Cart_Abandoned
Session_ID_1262,No,18,5,4,2,0,3,0,0,4,2,1
Session_ID_1263,No,7,3,0,0,0,1,1,0,2,1,1
Session_ID_1264,No,6,0,0,2,0,1,0,0,1,0,1
Session_ID_1265,No,6,2,0,0,1,1,1,1,0,0,0
Session_ID_1266,No,5,0,0,0,0,2,3,0,0,0,1
Session_ID_1267,No,7,4,0,1,0,0,2,0,0,1,1
Session_ID_1268,Yes,3,1,0,0,0,0,0,0,1,0,1
Session_ID_1269,No,6,1,0,2,0,0,1,0,0,0,1
Session_ID_1270,No,10,0,0,2,0,1,0,0,3,0,1
Session_ID_1271,No,20,0,0,0,0,0,4,0,2,0,1
Session_ID_1272,Yes,4,0,0,1,1,1,0,0,1,0,0
Session_ID_1273,No,8,2,0,3,0,1,0,0,2,0,1
Session_ID_1274,Yes,5,0,0,1,0,0,0,0,1,0,1
Session_ID_1275,No,5,1,0,1,0,1,0,0,2,0,1
Session_ID_1276,No,12,4,0,2,0,2,1,0,3,1,1
Session_ID_1277,Yes,27,4,11,1,0,1,3,1,4,2,1
Session_ID_1278,Yes,3,1,0,0,0,0,1,0,1,0,1
Session_ID_1279,No,2,0,0,0,0,1,1,0,0,0,1
Session_ID_1280,No,29,7,0,2,1,3,10,0,0,1,0
Session_ID_1281,No,31,6,0,6,1,1,4,1,6,1,0
Session_ID_1282,Yes,30,7,0,1,0,0,13,0,0,1,1
Session_ID_1283,No,10,4,0,0,0,1,3,0,1,1,1
Session_ID_1284,No,9,0,0,2,0,2,4,0,1,0,1
Session_ID_1285,No,6,3,0,0,0,0,1,0,1,1,1
Session_ID_1286,No,17,2,0,2,1,2,9,0,0,0,0
Session_ID_1287,No,5,1,0,1,0,1,0,0,2,0,1
Session_ID_1288,No,54,3,0,2,1,1,0,1,1,1,0
Session_ID_1289,No,17,1,1,4,0,3,0,0,7,0,1
Session_ID_1290,No,5,0,0,1,0,1,0,0,2,0,1
Session_ID_1291,No,7,0,0,3,0,2,2,0,0,0,1
Session_ID_1292,Yes,21,4,4,0,0,1,0,0,10,2,1
Session_ID_1293,Yes,3,1,0,1,0,0,1,0,0,0,1
Session_ID_1294,No,3,1,0,1,0,0,0,0,0,0,1
Session_ID_1295,Yes,3,1,0,1,0,0,1,0,0,0,1
Session_ID_1296,No,22,3,0,8,1,5,4,0,0,1,0
Session_ID_1297,Yes,13,5,2,0,0,0,1,0,3,2,1
Session_ID_1298,No,11,0,0,3,0,2,1,0,2,0,1
Session_ID_1299,Yes,9,4,0,0,0,1,2,0,1,1,1
Session_ID_1300,Yes,49,42,0,1,0,0,1,0,2,1,1
Session_ID_1301,No,13,3,0,2,0,0,4,0,4,1,1
Session_ID_1302,Yes,9,5,0,0,0,1,2,0,1,1,1
Session_ID_1303,No,29,7,0,1,1,0,4,0,0,1,0
Session_ID_1304,No,2,0,0,1,0,0,0,0,0,0,1
Session_ID_1305,Yes,3,1,0,0,0,0,1,0,0,0,1
Session_ID_1306,Yes,5,1,1,0,0,0,1,0,1,0,1
Session_ID_1307,Yes,22,6,1,4,0,3,2,1,1,1,1
Session_ID_1308,No,5,0,0,3,0,0,0,0,2,0,1
Session_ID_1309,No,33,2,0,2,0,3,13,0,0,0,1
Session_ID_1310,Yes,14,6,0,1,1,2,3,0,0,1,0
Session_ID_1311,No,4,0,0,1,0,1,0,0,2,0,1
Session_ID_1312,No,6,2,0,0,0,0,3,0,0,0,1
Session_ID_1313,No,13,3,0,0,1,1,1,1,1,1,1
Session_ID_1314,No,10,0,0,1,0,0,0,0,4,0,1
Session_ID_1315,No,20,6,8,2,0,2,1,0,1,2,1
Session_ID_1316,No,15,1,0,1,1,1,0,0,11,0,0
Session_ID_1317,No,6,0,0,1,0,1,1,0,2,0,1
Session_ID_1318,Yes,7,5,0,1,0,0,0,0,1,1,1
Session_ID_1319,No,5,0,0,2,0,1,0,0,2,0,1
Session_ID_1320,No,11,2,0,4,0,2,0,0,3,0,1
Session_ID_1321,No,8,2,0,2,0,1,1,0,2,0,1
Session_ID_1322,No,1,0,0,0,0,1,0,0,0,0,1
Session_ID_1323,Yes,25,15,0,2,0,2,2,0,4,1,1
Session_ID_1324,No,9,0,0,1,0,1,2,0,4,0,1
Session_ID_1325,No,7,1,0,3,0,1,0,0,2,0,1
Session_ID_1326,Yes,8,2,0,0,0,0,3,0,1,0,1
Session_ID_1327,No,14,6,0,0,0,1,6,0,1,1,1
Session_ID_1328,No,11,3,0,1,0,3,1,0,3,1,1
Session_ID_1329,Yes,7,0,0,1,0,1,0,0,2,0,1
Session_ID_1330,No,7,1,0,0,0,2,4,0,0,0,1
Session_ID_1331,No,20,0,0,3,0,1,2,0,4,0,1
Session_ID_1332,No,7,1,3,2,0,0,0,0,1,2,1
Session_ID_1333,Yes,21,7,0,1,0,0,8,0,2,1,1
Session_ID_1334,No,10,1,0,2,1,1,5,0,0,0,0
Session_ID_1335,No,11,0,0,0,1,1,0,0,3,0,0
Session_ID_1336,No,31,6,2,8,0,3,3,0,4,2,1
Session_ID_1337,No,19,2,0,2,0,0,6,0,0,0,1
Session_ID_1338,No,5,1,0,1,0,1,0,0,2,0,1
Session_ID_1339,No,5,0,1,0,0,0,2,0,1,0,1
Session_ID_1340,No,6,0,0,2,0,2,2,0,0,0,1
Session_ID_1341,No,10,3,1,1,1,1,1,1,1,1,0
Session_ID_1342,No,8,1,0,0,0,3,3,0,1,0,1
Session_ID_1343,No,53,3,0,4,2,6,37,0,0,1,0
Session_ID_1344,No,7,2,0,2,0,1,0,0,2,0,1
Session_ID_1345,No,47,0,0,2,0,1,1,0,4,0,1
Session_ID_1346,No,2,10,0,5,0,1,3,1,9,1,1
Session_ID_1347,No,18,1,0,2,0,1,7,0,0,0,1
Session_ID_1348,No,13,4,0,2,0,1,3,0,3,1,1
Session_ID_1349,No,5,2,0,0,0,0,1,0,2,0,1
Session_ID_1350,No,1,4,4,2,0,3,1,0,2,2,1
Session_ID_1351,No,13,0,0,1,0,1,2,0,1,0,1
Session_ID_1352,No,5,1,0,1,0,1,0,0,2,0,1
Session_ID_1353,No,33,0,0,2,0,0,16,0,0,0,1
Session_ID_1354,No,12,0,0,1,0,1,1,0,2,0,1
Session_ID_1355,No,5,1,0,1,0,1,0,0,2,0,1
Session_ID_1356,No,15,2,0,3,1,2,1,1,3,0,0
Session_ID_1357,No,5,1,0,1,0,1,0,0,2,0,1
Session_ID_1358,No,18,10,2,0,1,1,1,0,2,2,0
Session_ID_1359,Yes,22,3,2,1,0,0,0,0,0,2,1
Session_ID_1360,No,15,0,0,1,0,0,2,0,12,0,1
Session_ID_1361,Yes,2,0,0,0,1,1,0,0,0,0,0
Session_ID_1362,No,11,2,2,3,1,1,0,0,2,2,0
Session_ID_1363,No,15,9,0,1,0,0,2,0,1,1,1
Session_ID_1364,No,9,4,0,1,0,1,1,0,2,1,1
Session_ID_1365,No,8,3,0,1,0,1,1,0,2,1,1
Session_ID_1366,No,24,7,4,3,0,0,1,0,7,2,1
Session_ID_1367,No,10,2,0,2,0,2,0,0,4,0,1
Session_ID_1368,No,8,1,0,1,1,1,1,1,1,0,0
Session_ID_1369,No,11,3,0,0,0,1,4,0,1,1,1
Session_ID_1370,No,8,1,0,0,0,0,3,0,2,0,1
Session_ID_1371,No,7,3,1,0,1,1,1,0,0,1,0
Session_ID_1372,Yes,9,6,0,0,0,1,1,0,1,1,1
Session_ID_1373,No,8,1,0,0,0,1,1,1,4,0,1
Session_ID_1374,No,19,3,0,9,0,3,0,0,4,1,1
Session_ID_1375,Yes,6,3,0,0,0,0,1,0,1,1,1
Session_ID_1376,Yes,25,0,0,4,0,0,3,0,3,0,1
Session_ID_1377,No,5,0,0,1,1,1,1,0,1,0,0
Session_ID_1378,No,17,2,6,2,0,0,3,0,2,2,1
Session_ID_1379,No,7,3,0,0,1,1,0,1,0,1,0
Session_ID_1380,No,12,3,0,2,0,1,3,0,3,1,1
Session_ID_1381,No,11,5,0,1,1,1,1,1,0,1,1
Session_ID_1382,No,17,6,0,2,0,0,5,0,2,1,1
Session_ID_1383,Yes,3,1,0,1,0,0,0,0,0,0,1
Session_ID_1384,No,13,3,0,2,0,0,2,0,3,1,1
Session_ID_1385,No,9,3,0,1,0,1,1,0,2,1,1
Session_ID_1386,No,12,4,1,0,2,1,1,1,1,1,1
Session_ID_1387,No,4,0,0,1,0,1,2,0,0,0,1
Session_ID_1388,No,6,1,0,1,0,1,0,1,2,0,1
Session_ID_1389,No,4,0,0,1,0,1,2,0,0,0,1
Session_ID_1390,Yes,3,0,0,1,0,0,1,0,0,0,1
Session_ID_1391,No,8,3,0,1,0,0,2,0,2,1,1
Session_ID_1392,No,12,1,0,1,1,2,4,0,2,0,0
Session_ID_1393,No,6,2,1,2,0,0,0,0,1,0,1
Session_ID_1394,Yes,11,9,0,0,0,0,1,0,0,1,1
Session_ID_1395,Yes,5,1,0,1,0,1,0,0,2,0,1
Session_ID_1396,Yes,5,1,0,0,0,2,1,0,0,0,1
Session_ID_1397,No,21,14,0,2,0,1,3,0,1,1,1
Session_ID_1398,Yes,4,1,0,2,0,0,0,0,1,0,1
Session_ID_1399,Yes,22,3,8,0,0,0,2,0,4,2,1
Session_ID_1400,No,11,2,0,3,0,1,3,0,2,0,1
Session_ID_1401,No,9,3,0,0,1,1,1,1,1,1,0
Session_ID_1402,No,14,7,0,0,0,0,3,0,2,1,1
Session_ID_1403,No,10,1,0,1,0,0,4,0,2,0,1
Session_ID_1404,No,16,10,0,0,0,1,1,0,3,1,1
Session_ID_1405,No,38,9,5,8,0,3,2,1,6,2,1
Session_ID_1406,No,14,0,0,2,0,1,5,0,1,0,1
Session_ID_1407,Yes,6,1,0,0,0,1,2,0,0,0,1
Session_ID_1408,Yes,7,1,0,0,0,0,3,0,2,0,1
Session_ID_1409,No,1,0,0,1,0,0,0,0,0,0,1
Session_ID_1410,Yes,6,0,0,0,0,0,1,0,1,0,1
Session_ID_1411,Yes,14,5,4,1,0,0,1,0,3,2,1
Session_ID_1412,No,21,11,2,4,0,1,1,0,0,2,1
Session_ID_1413,No,2,0,0,1,0,0,1,0,0,0,1
Session_ID_1414,Yes,15,8,0,2,0,0,2,0,1,1,1
Session_ID_1415,No,19,9,1,2,1,2,1,1,2,1,0
Session_ID_1416,No,2,0,0,0,0,1,0,0,1,0,1
Session_ID_1417,Yes,41,13,0,5,0,1,1,0,6,1,1
Session_ID_1418,Yes,20,4,2,5,1,1,0,1,5,2,0
Session_ID_1419,No,8,1,0,0,0,2,2,1,1,0,1
Session_ID_1420,No,9,1,0,0,0,0,3,0,3,0,1
Session_ID_1421,No,6,1,1,2,0,1,0,0,1,0,1
Session_ID_1422,No,14,3,0,1,0,4,1,1,4,1,1
Session_ID_1423,No,5,1,0,0,1,1,0,1,1,0,0
Session_ID_1424,No,8,5,1,1,0,0,0,0,1,1,1
Session_ID_1425,No,11,4,0,1,1,1,2,1,1,1,0
Session_ID_1426,Yes,16,8,0,0,0,1,3,0,3,1,1
Session_ID_1427,No,28,6,7,3,1,1,5,0,0,2,0
Session_ID_1428,No,51,4,0,9,3,6,0,1,7,1,0
Session_ID_1429,No,6,0,0,0,0,3,1,0,2,0,1
Session_ID_1430,Yes,5,1,0,0,0,0,1,0,1,0,1
Session_ID_1431,No,11,1,0,0,0,2,0,1,7,0,1
Session_ID_1432,No,1,5,0,2,0,0,4,0,0,1,1
Session_ID_1433,No,31,17,0,5,0,0,7,0,1,1,1
Session_ID_1434,No,12,1,0,2,0,3,4,0,0,0,1
Session_ID_1435,No,20,13,0,2,0,1,1,0,2,1,1
Session_ID_1436,No,7,1,0,2,0,0,4,0,0,0,1
Session_ID_1437,Yes,10,7,0,0,0,0,1,0,1,1,1
Session_ID_1438,No,16,8,1,0,0,1,2,1,2,1,1
Session_ID_1439,No,9,4,0,1,0,1,0,0,3,1,1
Session_ID_1440,Yes,12,3,0,0,0,1,4,0,1,1,1
Session_ID_1441,No,28,1,0,0,0,0,4,0,15,0,1
Session_ID_1442,No,8,2,0,3,0,1,0,1,1,0,1
Session_ID_1443,No,6,1,0,2,0,1,0,0,2,0,1
Session_ID_1444,No,16,5,0,2,1,3,4,0,1,1,0
Session_ID_1445,No,15,0,0,0,0,1,0,0,6,0,1
Session_ID_1446,No,12,6,0,2,0,0,3,0,1,1,1
Session_ID_1447,No,73,4,0,5,0,3,6,0,11,1,1
Session_ID_1448,No,50,6,28,7,0,0,2,0,4,2,1
Session_ID_1449,No,2,0,0,1,0,1,0,0,0,0,1
Session_ID_1450,Yes,14,8,0,2,0,0,2,0,1,1,1
Session_ID_1451,No,1,3,0,2,0,0,1,0,1,1,1
Session_ID_1452,No,5,1,0,0,0,1,1,0,2,0,1
Session_ID_1453,No,5,0,0,2,0,0,0,0,2,0,1
Session_ID_1454,Yes,13,3,0,0,0,0,1,0,9,1,1
Session_ID_1455,No,7,1,0,0,0,0,2,0,1,0,1
Session_ID_1456,No,19,3,0,0,0,3,0,0,10,1,1
Session_ID_1457,No,60,0,0,12,0,1,36,0,0,0,1
Session_ID_1458,Yes,8,0,0,1,0,1,1,0,2,0,1
Session_ID_1459,Yes,4,1,0,0,0,0,2,0,1,0,1
Session_ID_1460,No,7,2,0,0,1,1,1,1,1,0,0
Session_ID_1461,No,5,2,0,2,0,0,0,0,1,0,1
Session_ID_1462,No,34,2,0,4,4,8,14,0,2,0,0
Session_ID_1463,No,21,6,0,3,1,2,1,0,6,1,1
Session_ID_1464,Yes,6,1,0,0,0,0,4,0,0,0,1
Session_ID_1465,No,6,0,0,1,0,0,2,0,1,0,1
Session_ID_1466,No,4,0,0,1,0,1,0,0,2,0,1
Session_ID_1467,Yes,2,1,0,0,0,0,0,0,0,0,1
Session_ID_1468,No,10,4,0,1,0,1,2,0,2,1,1
Session_ID_1469,Yes,19,10,1,1,0,0,1,0,4,1,1
Session_ID_1470,No,10,4,0,2,0,0,2,0,2,1,1
Session_ID_1471,No,10,4,1,0,1,1,1,0,0,1,0
Session_ID_1472,Yes,24,6,2,10,0,0,2,0,4,2,1
Session_ID_1473,No,45,9,0,0,0,1,3,0,7,1,1
Session_ID_1474,No,17,5,3,3,0,0,0,0,5,2,1
Session_ID_1475,Yes,15,11,0,0,0,0,1,0,2,1,1
Session_ID_1476,No,9,2,0,1,1,1,1,1,0,0,0
Session_ID_1477,No,7,1,0,1,0,1,0,0,3,0,1
Session_ID_1478,Yes,19,4,0,1,0,0,10,0,0,1,1
Session_ID_1479,No,10,1,0,6,0,1,2,0,0,0,1
Session_ID_1480,Yes,4,1,0,0,0,0,1,0,1,0,1
Session_ID_1481,Yes,6,1,0,0,0,0,1,0,2,0,1
Session_ID_1482,No,17,1,0,4,0,3,0,1,7,0,1
Session_ID_1483,No,6,1,0,0,0,1,1,1,2,0,1
Session_ID_1484,No,2,12,0,3,0,2,1,1,1,1,1
Session_ID_1485,Yes,8,2,0,0,1,2,2,0,1,0,0
Session_ID_1486,No,10,0,0,0,0,1,7,0,2,0,1
Session_ID_1487,Yes,8,1,0,1,0,0,1,0,4,0,1
Session_ID_1488,Yes,11,4,0,2,0,0,3,0,1,1,1
Session_ID_1489,No,30,22,0,2,1,1,3,0,0,1,0
Session_ID_1490,Yes,10,6,0,1,0,0,1,0,2,1,1
Session_ID_1491,Yes,16,4,0,1,0,0,4,0,2,1,1
Session_ID_1492,Yes,4,0,0,0,0,0,1,0,1,0,1
Session_ID_1493,No,9,4,0,1,0,1,2,0,1,1,1
Session_ID_1494,No,6,0,0,0,1,2,1,0,0,0,0
Session_ID_1495,Yes,3,1,1,0,0,0,0,0,1,0,1
Session_ID_1496,Yes,3,1,0,0,0,0,1,0,1,0,1
Session_ID_1497,Yes,6,2,1,0,0,1,0,0,2,0,1
Session_ID_1498,No,8,1,0,3,0,1,0,1,2,0,1
Session_ID_1499,Yes,5,1,0,2,0,1,0,0,1,0,1
Session_ID_1500,No,15,0,0,3,1,1,1,0,2,0,0
Session_ID_1501,Yes,37,12,12,3,0,4,0,1,5,2,1
Session_ID_1502,Yes,6,1,0,1,0,1,1,1,1,0,1
Session_ID_1503,No,12,2,0,0,0,1,1,1,3,0,1
Session_ID_1504,No,9,2,0,1,0,1,3,0,1,0,1
Session_ID_1505,No,12,3,0,4,0,0,3,0,2,1,1
Session_ID_1506,Yes,10,5,0,0,0,0,1,0,3,1,1
Session_ID_1507,No,8,1,0,1,0,2,1,2,1,0,1
Session_ID_1508,No,7,2,0,1,0,1,2,0,1,0,1
Session_ID_1509,No,15,5,1,3,0,1,1,0,3,1,1
Session_ID_1510,Yes,41,10,10,2,0,0,12,0,3,2,1
Session_ID_1511,Yes,10,6,1,0,0,1,1,0,1,1,1
Session_ID_1512,Yes,5,2,0,0,0,0,0,0,2,0,1
Session_ID_1513,Yes,10,4,0,0,0,2,1,0,1,1,1
Session_ID_1514,Yes,16,0,1,1,0,0,1,0,1,0,1
Session_ID_1515,No,8,0,0,1,0,1,1,0,2,0,1
Session_ID_1516,No,9,2,1,3,0,1,0,0,2,0,1
Session_ID_1517,Yes,6,2,0,2,0,0,2,0,0,0,1
Session_ID_1518,No,9,1,0,3,0,2,0,0,3,0,1
Session_ID_1519,No,5,1,0,1,0,1,0,0,2,0,1
Session_ID_1520,No,5,1,0,1,0,1,0,0,2,0,1
Session_ID_1521,No,21,13,1,2,1,2,1,0,0,1,0
Session_ID_1522,No,17,1,0,0,0,0,4,0,7,0,1
Session_ID_1523,Yes,5,1,0,0,1,1,1,1,0,0,0
Session_ID_1524,No,6,1,0,1,0,1,1,0,2,0,1
Session_ID_1525,No,20,0,0,2,1,3,2,0,3,0,0
Session_ID_1526,No,17,0,0,0,0,0,3,0,1,0,1
Session_ID_1527,No,6,0,0,2,1,1,2,0,0,0,0
Session_ID_1528,No,30,10,3,4,0,1,2,0,8,2,1
Session_ID_1529,Yes,10,6,1,0,0,0,1,0,1,1,1
Session_ID_1530,No,14,2,1,1,0,2,2,0,5,0,1
Session_ID_1531,Yes,5,1,0,0,0,1,0,1,2,0,1
Session_ID_1532,No,19,7,0,0,0,1,4,0,2,1,1
Session_ID_1533,No,1,18,0,5,0,1,2,1,2,1,1
Session_ID_1534,No,15,7,1,2,0,1,2,0,2,1,1
Session_ID_1535,No,17,5,0,5,0,1,3,1,2,1,1
Session_ID_1536,Yes,6,1,0,0,0,3,2,0,0,0,1
Session_ID_1537,No,6,0,0,1,1,1,2,0,1,0,0
Session_ID_1538,No,291,225,3,4,0,14,15,0,30,2,1
Session_ID_1539,No,4,0,0,1,0,1,0,0,2,0,1
Session_ID_1540,Yes,13,7,0,0,0,0,3,0,3,1,1
Session_ID_1541,Yes,22,8,10,2,0,0,1,0,1,2,1
Session_ID_1542,Yes,31,1,0,1,0,0,22,0,2,0,1
Session_ID_1543,Yes,17,0,0,0,0,0,0,0,1,0,1
Session_ID_1544,No,5,1,0,1,0,1,0,0,2,0,1
Session_ID_1545,No,14,2,0,1,1,2,1,1,6,0,0
Session_ID_1546,No,5,0,0,1,0,1,0,0,1,0,1
Session_ID_1547,No,13,5,0,1,0,1,2,0,4,1,1
Session_ID_1548,No,13,7,0,2,0,1,1,0,2,1,1
Session_ID_1549,No,11,2,1,3,1,1,0,0,3,0,0
Session_ID_1550,No,51,0,0,8,0,0,5,0,4,0,1
Session_ID_1551,No,11,5,0,1,1,1,1,1,1,1,0
Session_ID_1552,No,14,2,0,4,1,3,0,1,3,0,0
Session_ID_1553,No,26,0,0,2,0,1,3,0,6,0,1
Session_ID_1554,Yes,12,2,0,3,0,3,0,1,3,0,1
Session_ID_1555,Yes,13,6,2,1,0,1,1,1,0,2,1
Session_ID_1556,Yes,17,6,1,0,1,1,2,1,2,1,0
Session_ID_1557,Yes,5,1,0,1,0,1,0,0,2,0,1
Session_ID_1558,No,2,0,0,2,0,0,0,0,0,0,1
Session_ID_1559,Yes,4,0,0,0,0,0,1,0,0,0,1
Session_ID_1560,No,1,0,0,1,0,0,0,0,0,0,1
Session_ID_1561,No,13,8,0,0,0,1,1,0,3,1,1
Session_ID_1562,No,17,1,0,3,0,1,3,2,6,0,1
Session_ID_1563,No,14,2,0,3,0,1,4,0,0,0,1
Session_ID_1564,No,5,1,0,1,0,1,0,0,2,0,1
Session_ID_1565,No,4,1,0,0,0,1,2,0,0,0,1
Session_ID_1566,No,5,0,0,1,0,1,0,0,2,0,1
Session_ID_1567,No,11,1,0,0,1,2,1,0,3,0,1
Session_ID_1568,No,14,0,0,2,0,8,0,1,3,0,1
Session_ID_1569,Yes,39,10,3,5,1,4,2,0,9,2,0
Session_ID_1570,No,1,3,3,1,0,2,0,0,12,2,1
Session_ID_1571,No,10,5,0,1,0,1,1,0,2,1,1
Session_ID_1572,No,23,1,0,0,0,1,1,0,17,0,1
Session_ID_1573,No,39,4,0,3,0,1,13,0,1,1,1
Session_ID_1574,Yes,10,6,0,0,0,1,1,0,2,1,1
Session_ID_1575,No,10,1,0,0,0,0,2,0,6,0,1
Session_ID_1576,No,12,0,0,0,0,6,5,0,1,0,1
Session_ID_1577,Yes,9,2,0,1,0,2,1,1,1,0,1
Session_ID_1578,Yes,9,1,0,2,0,1,3,0,2,0,1
Session_ID_1579,No,1,0,0,1,3,1,10,0,1,0,0
Session_ID_1580,Yes,10,0,0,2,0,0,0,0,1,0,1
Session_ID_1581,No,7,1,0,3,0,1,2,0,0,0,1
Session_ID_1582,No,7,2,0,1,0,1,1,0,2,0,1
Session_ID_1583,No,21,8,1,2,0,3,0,1,6,1,1
Session_ID_1584,Yes,15,6,6,0,0,0,1,0,1,2,1
Session_ID_1585,No,20,3,0,3,1,1,7,0,0,1,0
Session_ID_1586,Yes,13,0,0,1,0,0,2,0,1,0,1
Session_ID_1587,No,6,0,0,1,0,1,1,0,3,0,1
Session_ID_1588,No,5,1,0,1,0,1,0,0,2,0,1
Session_ID_1589,Yes,6,3,0,0,0,0,1,0,2,1,1
Session_ID_1590,Yes,9,3,1,1,0,0,1,0,3,1,1
Session_ID_1591,Yes,17,6,0,2,0,0,2,0,6,1,1
Session_ID_1592,No,4,0,0,1,0,1,1,0,1,0,1
Session_ID_1593,No,11,6,0,1,0,1,1,0,2,1,1
Session_ID_1594,Yes,10,1,0,1,1,1,1,1,2,0,0
Session_ID_1595,No,10,1,0,0,0,4,5,0,0,0,1
Session_ID_1596,Yes,5,1,1,0,0,0,2,0,1,0,1
Session_ID_1597,No,5,0,0,2,0,0,3,0,0,0,1
Session_ID_1598,No,1,0,0,1,0,0,0,0,0,0,1
Session_ID_1599,No,8,0,0,3,0,1,3,0,1,0,1
Session_ID_1600,No,16,8,0,1,0,3,1,0,1,1,1
Session_ID_1601,No,4,1,0,1,0,1,1,0,0,0,1
Session_ID_1602,Yes,15,2,0,2,0,0,3,0,7,0,1
Session_ID_1603,No,11,6,0,1,0,1,2,0,1,1,1
Session_ID_1604,No,14,0,0,0,0,0,4,0,5,0,1
Session_ID_1605,Yes,4,1,0,0,0,0,1,0,0,0,1
Session_ID_1606,No,17,0,0,1,0,1,1,0,6,0,1
Session_ID_1607,No,4,1,0,1,0,1,1,0,0,0,1
Session_ID_1608,No,17,10,0,1,0,1,3,0,1,1,1
Session_ID_1609,No,10,3,1,1,1,2,0,0,2,1,0
Session_ID_1610,No,3,0,0,0,1,2,0,0,0,0,0
Session_ID_1611,No,6,1,0,0,0,1,1,0,2,0,1
Session_ID_1612,No,31,1,0,3,0,0,3,0,1,0,1
Session_ID_1613,No,10,4,0,1,0,0,1,0,3,1,1
Session_ID_1614,No,4,1,0,1,0,1,1,0,0,0,1
Session_ID_1615,No,18,1,0,9,0,1,6,0,0,0,1
Session_ID_1616,No,10,2,0,0,1,1,2,1,3,0,0
Session_ID_1617,Yes,4,3,0,0,0,0,1,0,0,1,1
Session_ID_1618,No,16,3,0,1,0,0,7,0,1,1,1
Session_ID_1619,No,4,1,0,0,0,0,1,0,2,0,1
Session_ID_1620,No,9,0,0,1,0,1,1,0,2,0,1
Session_ID_1621,No,10,3,0,2,0,1,1,0,2,1,1
Session_ID_1622,No,61,13,14,6,0,2,5,1,15,2,1
Session_ID_1623,No,18,7,2,2,1,1,1,1,2,2,0
Session_ID_1624,No,14,5,0,0,1,1,0,1,6,1,0
Session_ID_1625,No,39,0,0,0,1,1,2,0,6,0,0
Session_ID_1626,No,1,0,0,0,0,1,0,0,0,0,1
Session_ID_1627,Yes,5,2,0,0,0,0,1,0,1,0,1
Session_ID_1628,No,3,0,0,0,0,1,0,0,2,0,1
Session_ID_1629,No,12,0,0,10,0,0,1,0,1,0,1
Session_ID_1630,Yes,7,3,0,0,0,1,3,0,0,1,1
Session_ID_1631,No,34,2,0,4,1,3,15,0,0,0,0
Session_ID_1632,No,11,5,0,0,1,1,0,1,2,1,0
Session_ID_1633,Yes,4,1,0,0,0,1,2,0,0,0,1
Session_ID_1634,Yes,3,0,0,0,0,0,1,0,0,0,1
Session_ID_1635,No,9,0,0,1,1,1,5,0,1,0,0
Session_ID_1636,No,14,5,0,1,1,1,1,1,3,1,0
Session_ID_1637,No,4,1,0,1,0,1,0,0,1,0,1
Session_ID_1638,No,24,17,0,2,0,1,1,0,3,1,1
Session_ID_1639,No,13,7,0,0,1,1,1,1,1,1,0
Session_ID_1640,No,20,0,0,3,0,1,15,0,1,0,1
Session_ID_1641,No,6,1,0,2,0,1,2,0,0,0,1
Session_ID_1642,No,33,0,0,2,1,2,4,0,1,0,0
Session_ID_1643,No,9,5,0,0,0,1,1,0,2,1,1
Session_ID_1644,Yes,9,0,1,0,0,0,2,0,4,0,1
Session_ID_1645,Yes,14,0,0,1,0,1,3,0,4,0,1
Session_ID_1646,No,14,7,0,2,0,1,3,0,1,1,1
Session_ID_1647,No,14,5,0,1,1,1,1,0,4,1,0
Session_ID_1648,No,15,5,0,2,0,0,3,0,5,1,1
Session_ID_1649,No,28,2,0,3,0,0,21,0,0,0,1
Session_ID_1650,No,6,1,1,1,0,0,0,0,2,0,1
Session_ID_1651,No,6,0,0,2,0,0,0,0,4,0,1
Session_ID_1652,Yes,11,5,0,1,0,0,1,0,3,1,1
Session_ID_1653,No,4,1,0,1,0,1,0,0,0,0,1
Session_ID_1654,No,25,4,0,1,0,6,12,0,0,1,1
Session_ID_1655,No,28,0,0,3,0,1,2,0,4,0,1
Session_ID_1656,No,10,0,0,1,0,0,8,0,0,0,1
Session_ID_1657,Yes,7,2,0,0,0,0,3,0,1,0,1
Session_ID_1658,No,6,2,0,0,0,1,1,0,2,0,1
Session_ID_1659,Yes,4,1,0,0,0,0,1,0,1,0,1
Session_ID_1660,No,6,1,0,0,0,1,1,1,2,0,1
Session_ID_1661,Yes,56,17,21,6,0,0,2,0,6,2,1
Session_ID_1662,No,11,3,0,2,0,0,0,0,5,1,1
Session_ID_1663,Yes,5,0,0,0,0,0,1,0,0,0,1
Session_ID_1664,No,12,0,0,1,0,1,1,0,2,0,1
Session_ID_1665,No,6,2,0,1,0,0,1,0,1,0,1
Session_ID_1666,No,15,8,0,1,0,1,2,0,2,1,1
Session_ID_1667,Yes,5,1,0,0,0,0,2,0,1,0,1
Session_ID_1668,No,5,0,0,1,0,1,0,1,2,0,1
Session_ID_1669,Yes,39,0,0,3,0,2,0,0,4,0,1
Session_ID_1670,No,17,5,4,0,1,1,0,1,5,2,0
Session_ID_1671,Yes,5,0,0,0,0,0,1,0,3,0,1
Session_ID_1672,No,11,3,0,1,0,0,1,0,1,1,1
Session_ID_1673,No,26,12,2,4,1,1,1,1,4,2,0
